Date,Team 1,Team 2,Team 1 1st Half,Team 2 1st Half,Team 1 2nd Half,Team 2 2nd Half,Team 1 Final,Team 2 Final,Team 1 Winner,Team 2 Winner
1/14/16,UC Santa Barb.,Cal Poly,43,38,33,35,76,73,1,0
1/14/16,Hawaii,UC Riverside,40,27,40,44,80,71,1,0
1/14/16,Weber State,Portland State,36,29,37,29,73,58,1,0
1/14/16,Idaho State,Sacramento St.,33,29,38,53,71,82,0,1
1/14/16,CSUN,UC Davis,35,28,27,35,62,63,0,1
1/14/16,UC Irvine,Long Beach St.,21,29,37,25,58,54,1,0
1/14/16,California,Stanford,35,41,36,36,71,77,0,1
1/14/16,Pacific,St. Mary's (Cal.),27,46,35,32,62,78,0,1
1/15/16,Siena,Quinnipiac,27,21,37,31,64,52,1,0
1/15/16,Niagara,Fairfield,35,32,33,41,68,73,0,1
1/15/16,Geo. Washington,Dayton,34,35,36,42,70,77,0,1
1/15/16,Canisius,Manhattan,33,23,32,39,65,62,1,0
1/15/16,Akron,Toledo,28,39,36,39,64,78,0,1
1/15/16,Evansville,Illinois State,35,29,31,26,66,55,1,0
1/15/16,Monmouth,Iona,44,45,66,57,110,102,1,0
1/15/16,Albany,Maine,48,43,31,38,79,81,0,1
1/16/16,TCU,Kansas,28,37,35,33,63,70,0,1
1/16/16,West Virginia,Oklahoma,34,34,34,36,68,70,0,1
1/16/16,Ohio State,Maryland,30,48,35,52,65,100,0,1
1/16/16,NC State,North Carolina,29,29,26,38,55,67,0,1
1/16/16,Villanova,Georgetown,26,22,29,28,55,50,1,0
1/16/16,Xavier,Marquette,38,28,36,38,74,66,1,0
1/16/16,Miami (Fla.),Clemson,34,32,31,44,65,76,0,1
1/16/16,Notre Dame,Duke,45,50,50,41,95,91,1,0
1/16/16,Seton Hall,Providence,38,28,43,44,81,72,1,0
1/16/16,Kentucky,Auburn,35,30,35,45,70,75,0,1
1/16/16,Texas A&M;,Georgia,38,23,41,22,79,45,1,0
1/16/16,Iowa State,Kansas State,32,23,44,40,76,63,1,0
1/16/16,Washington St.,Arizona,31,46,35,44,66,90,0,1
1/16/16,Missouri,South Carolina,34,41,38,40,72,81,0,1
1/16/16,Boston College,Pittsburgh,36,43,25,41,61,84,0,1
1/16/16,Baylor,Texas Tech,36,29,27,31,63,60,1,0
1/16/16,St. John's ,Butler,25,39,33,39,58,78,0,1
1/16/16,San Diego,Gonzaga,27,46,25,42,52,88,0,1
1/16/16,Denver,IUPUI,23,30,38,46,61,76,0,1
1/16/16,Tennessee-Martin,Jacksonville St.,30,44,30,38,60,82,0,1
1/16/16,Furman,Citadel,37,41,49,48,86,89,0,1
1/16/16,Fordham,Saint Joseph's,26,38,29,42,55,80,0,1
1/16/16,Stony Brook,New Hampshire,40,21,40,29,80,50,1,0
1/16/16,Lehigh,Holy Cross,40,31,47,35,87,66,1,0
1/16/16,Miami (Ohio),Ball State,28,17,18,31,46,48,0,1
1/16/16,Northeastern,Delaware,23,28,46,32,69,60,1,0
1/16/16,Eastern Kentucky,SIUE,32,31,33,36,65,67,0,1
1/16/16,IPFW,Omaha,50,37,42,55,14,9,0,1
1/16/16,VCU,Richmond,39,37,45,47,10,5,0,1
1/16/16,Bowling Green,Eastern Mich.,44,31,40,48,84,79,1,0
1/16/16,La Salle,Rhode Island,22,31,40,42,62,73,0,1
1/16/16,Nebraska,Illinois,39,30,39,37,78,67,1,0
1/16/16,La.-Lafayette,Georgia State,35,31,52,23,87,54,1,0
1/16/16,Montana,North Dakota,30,26,35,35,65,61,1,0
1/16/16,Oakland,Detroit,43,40,43,42,86,82,1,0
1/16/16,Pine Manor,Dartmouth,35,58,21,63,56,121,0,1
1/16/16,Northern Ariz.,Eastern Wash.,32,45,41,51,73,96,0,1
1/16/16,Cent. Michigan,Buffalo,23,33,38,41,61,74,0,1
1/16/16,NJIT,Stetson,39,19,35,37,74,56,1,0
1/16/16,Tennessee,Mississippi St.,38,27,42,48,80,75,1,0
1/16/16,Elon,Charleston,29,34,36,30,65,64,1,0
1/16/16,Coppin State,Bethune-Cookman,35,28,27,26,62,54,1,0
1/16/16,Delaware State,S. Carolina St.,33,51,46,39,79,90,0,1
1/16/16,Cent. Conn. St.,Wagner,18,28,30,42,48,70,0,1
1/16/16,Loyola Chicago,UNI,19,22,32,19,51,41,1,0
1/16/16,Wofford,Mercer,30,26,34,38,5,6,0,1
1/16/16,Liberty,Winthrop,22,31,36,43,58,74,0,1
1/16/16,James Madison,Hofstra,38,36,37,39,11,7,0,1
1/16/16,UTEP,UTSA,43,33,24,38,67,71,0,1
1/16/16,Wyoming,New Mexico,29,30,41,38,70,68,1,0
1/16/16,LIU Brooklyn,Bryant,44,28,35,33,79,61,1,0
1/16/16,Utah State,Colorado State,45,39,51,53,96,92,1,0
1/16/16,Drexel,Towson,12,33,38,36,50,69,0,1
1/16/16,Sacred Heart,St. Francis (B'klyn),18,41,49,44,67,85,0,1
1/16/16,Sam Houston St.,McNeese State,26,40,42,32,68,72,0,1
1/16/16,Milwaukee,Illinois-Chicago,49,26,38,36,87,62,1,0
1/16/16,Fairleigh D'son,Robert Morris,29,26,29,38,58,64,0,1
1/16/16,Hampton,N.C. A&T;,35,26,44,36,79,62,1,0
1/16/16,Middle Tenn.,Old Dominion,24,26,40,35,64,61,1,0
1/16/16,Norfolk State,N.C. Central,36,38,52,41,88,79,1,0
1/16/16,Pepperdine,San Francisco,51,28,47,56,98,84,1,0
1/16/16,Morehead State,Eastern Illinois,46,38,27,35,9,11,0,1
1/16/16,Gardner-Webb,UNC-Asheville,32,23,37,52,69,75,0,1
1/16/16,East Carolina,UCF,32,60,37,29,69,89,0,1
1/16/16,Alcorn State,Miss. Valley St.,27,40,40,27,26,20,0,1
1/16/16,East Tenn. St.,Chattanooga,43,45,41,49,84,94,0,1
1/16/16,Incarnate Word,Southeastern La.,40,41,35,30,75,71,1,0
1/16/16,Brown,Yale,31,37,37,40,68,77,0,1
1/16/16,La.-Monroe,Ga. Southern,21,32,30,34,51,66,0,1
1/16/16,Texas-Arlington,South Alabama,34,43,44,35,7,10,0,1
1/16/16,Texas State,Troy,26,30,31,36,57,66,0,1
1/16/16,South Dakota St.,North Dakota St.,17,32,40,36,57,68,0,1
1/16/16,N'western St.,Lamar,38,33,44,53,82,86,0,1
1/16/16,Oklahoma State,Texas,25,40,44,34,69,74,0,1
1/16/16,Utah Valley,Grand Canyon,37,47,51,52,88,99,0,1
1/16/16,Morgan State,Florida A&M;,30,27,35,45,65,72,0,1
1/16/16,BYU,Portland,40,42,41,42,81,84,0,1
1/16/16,Md.-East. Shore,Savannah State,24,33,37,35,61,68,0,1
1/16/16,St. Bonaventure,Duquesne,37,36,51,59,88,95,0,1
1/16/16,Alabama,Vanderbilt,31,33,32,38,63,71,0,1
1/16/16,Alabama A&M;,Alabama State,36,26,33,43,11,6,0,1
1/16/16,Prairie View A&M;,Grambling,34,29,29,37,63,66,0,1
1/16/16,Texas Southern,Jackson State,41,29,30,36,71,65,1,0
1/16/16,San Jose State,Fresno State,22,38,52,43,74,81,0,1
1/16/16,Coastal Caro.,High Point,40,32,31,36,71,68,1,0
1/16/16,Northern Ill.,Western Mich.,28,40,41,43,69,83,0,1
1/16/16,Southern Miss,FIU,27,31,39,29,66,60,1,0
1/16/16,UC Irvine,UC Santa Barb.,28,30,33,22,61,52,1,0
1/16/16,Kennesaw State,North Florida,47,42,31,51,78,93,0,1
1/16/16,S.C. Upstate,FGCU,17,43,39,42,56,85,0,1
1/16/16,Colgate,Bucknell,32,34,52,39,84,73,1,0
1/16/16,Radford,Presbyterian,25,31,43,38,68,69,0,1
1/16/16,Montana State,Northern Colo.,41,42,35,36,76,78,0,1
1/16/16,Lafayette,Navy,36,40,25,47,61,87,0,1
1/16/16,Lipscomb,Jacksonville,29,35,44,41,73,76,0,1
1/16/16,Vermont,Hartford,39,42,44,26,83,68,1,0
1/16/16,Louisiana Tech,Florida Atlantic,36,16,25,47,61,63,0,1
1/16/16,Cornell,Columbia,36,40,34,34,70,74,0,1
1/16/16,Western Caro.,Samford,38,40,30,44,68,84,0,1
1/16/16,Cleveland State,Northern Kentucky,29,27,41,38,70,65,1,0
1/16/16,Ohio,Kent State,37,38,45,51,82,89,0,1
1/16/16,Abilene Christian,Steph. F. Austin,31,42,31,55,62,97,0,1
1/16/16,Washington,Arizona State,44,34,45,51,89,85,1,0
1/16/16,UAB,Charlotte,46,33,28,39,74,72,1,0
1/16/16,Youngstown St.,Wright State,26,43,19,38,45,81,0,1
1/16/16,Houston Baptist,New Orleans,28,29,45,40,73,69,1,0
1/16/16,Florida,Mississippi,49,30,31,41,80,71,1,0
1/16/16,Oral Roberts,Western Illinois,31,38,46,30,77,68,1,0
1/16/16,Green Bay,Valparaiso,28,33,42,52,70,85,0,1
1/16/16,UMKC,UTRGV,33,29,33,42,66,71,0,1
1/16/16,Marshall,Rice,39,37,55,53,94,90,1,0
1/16/16,Western Ky.,North Texas,41,38,40,38,81,76,1,0
1/16/16,Nicholls State,Texas A&M-C.C.;,24,41,47,35,71,76,0,1
1/16/16,Appalachian St.,Arkansas State,47,30,39,42,86,72,1,0
1/16/16,Austin Peay,Belmont,23,46,35,30,58,76,0,1
1/16/16,Missouri State,Bradley,34,18,27,24,61,42,1,0
1/16/16,Southern Univ.,Ark.-Pine Bluff,32,23,37,32,69,55,1,0
1/16/16,Arkansas,LSU,40,36,34,40,74,76,0,1
1/16/16,Penn State,Northwestern,30,23,41,39,71,62,1,0
1/16/16,Southeast Mo. St.,Tennessee Tech,21,51,34,40,55,91,0,1
1/16/16,Murray State,Tennessee State,34,37,37,36,71,73,0,1
1/16/16,Bethesda University,Pacific,14,48,16,40,30,88,0,1
1/16/16,Chicago State,New Mexico St.,26,43,36,37,62,80,0,1
1/16/16,Hawaii,CSU Fullerton,29,27,43,45,14,7,0,1
1/16/16,Air Force,UNLV,25,53,39,47,64,100,0,1
1/16/16,Idaho State,Portland State,41,31,32,39,73,70,1,0
1/16/16,Long Beach St.,Cal Poly,42,33,38,47,12,16,0,1
1/16/16,Southern Utah,Idaho,36,33,34,37,15,13,0,1
1/16/16,San Diego State,Boise State,25,26,31,27,56,53,1,0
1/16/16,Weber State,Sacramento St.,40,35,45,39,85,74,1,0
1/16/16,UC Riverside,CSUN,36,31,39,41,75,72,1,0
1/16/16,CSU Bakersfield,Seattle,39,17,40,35,79,52,1,0
1/16/16,Loyola Marym't,Santa Clara,33,26,43,40,76,66,1,0
1/16/16,Cincinnati,Temple,24,22,32,34,9,11,0,1
1/16/16,Charleston So.,Campbell,30,34,52,41,82,75,1,0
1/16/16,Syracuse,Wake Forest,47,27,36,28,83,55,1,0
1/16/16,Harvard,Howard,26,27,43,34,69,61,1,0
1/16/16,Mass.-Lowell,UMBC,30,36,53,47,12,6,0,1
1/16/16,South Florida,Memphis,22,30,34,41,56,71,0,1
1/16/16,Virginia Tech,Georgia Tech,33,43,45,34,78,77,1,0
1/16/16,Mt. St. Mary's,St. Francis (Pa.),34,30,48,42,82,72,1,0
1/16/16,Indiana,Minnesota,34,34,36,29,70,63,1,0
1/16/16,Massachusetts,Davidson,35,34,39,52,74,86,0,1
1/17/16,Michigan State,Wisconsin,36,41,40,36,76,77,0,1
1/17/16,SMU,Tulane,23,19,37,26,60,45,1,0
1/17/16,Virginia,Florida State,28,25,34,44,62,69,0,1
1/17/16,Michigan,Iowa,33,38,38,44,71,82,0,1
1/17/16,Creighton,DePaul,47,41,44,39,91,80,1,0
1/17/16,VMI,UNC-Greensboro,25,43,43,42,68,85,0,1
1/17/16,Connecticut,Houston,28,35,41,22,69,57,1,0
1/17/16,Canisius,Quinnipiac,29,26,34,27,63,53,1,0
1/17/16,Niagara,Manhattan,31,39,33,30,64,69,0,1
1/17/16,Marist,St. Peter's,23,31,44,45,67,76,0,1
1/17/16,George Mason,Saint Louis,34,31,58,48,92,79,1,0
1/17/16,Indiana State,Wichita State,30,35,32,47,62,82,0,1
1/17/16,Southern Ill.,Drake,42,31,39,45,81,76,1,0
1/17/16,Iona,Rider,38,30,37,49,75,79,0,1
1/17/16,Oregon,Colorado,41,46,46,45,87,91,0,1
1/17/16,Oregon State,Utah,34,23,19,36,53,59,0,1
1/17/16,American,Army West Point,22,22,23,43,45,65,0,1
1/18/16,Oklahoma,Iowa State,35,41,42,41,77,82,0,1
1/18/16,Syracuse,Duke,26,29,38,33,64,62,1,0
1/18/16,Purdue,Rutgers,59,26,48,31,107,57,1,0
1/18/16,Stony Brook,Hartford,32,17,45,26,77,43,1,0
1/18/16,Siena,Monmouth,36,41,33,44,69,85,0,1
1/18/16,Norfolk State,N.C. A&T;,29,39,46,29,75,68,1,0
1/18/16,Binghamton,Albany,30,41,29,39,59,80,0,1
1/18/16,Illinois-Chicago,Cleveland State,22,32,31,38,53,70,0,1
1/18/16,Detroit,Wright State,37,32,39,45,76,77,0,1
1/18/16,New Hampshire,Maine,52,30,47,61,99,91,1,0
1/18/16,Mass.-Lowell,Vermont,45,34,48,48,93,82,1,0
1/18/16,Valparaiso,Youngstown St.,52,28,44,37,96,65,1,0
1/18/16,Texas Tech,TCU,42,35,34,34,76,69,1,0
1/18/16,Md.-East. Shore,S. Carolina St.,22,28,41,40,63,68,0,1
1/18/16,Nicholls State,Sam Houston St.,32,42,44,45,76,87,0,1
1/18/16,Morgan State,Bethune-Cookman,19,38,31,24,50,62,0,1
1/18/16,Loyola (Md.),Boston U.,35,43,41,33,8,11,0,1
1/18/16,Lamar,Southeastern La.,27,54,43,44,70,98,0,1
1/18/16,Coppin State,Florida A&M;,28,24,42,42,70,66,1,0
1/18/16,Delaware State,Savannah State,16,29,31,35,47,64,0,1
1/18/16,Southern Univ.,Miss. Valley St.,38,25,29,29,67,54,1,0
1/18/16,UALR,Arkansas State,30,48,43,28,73,76,0,1
1/18/16,Prairie View A&M;,Jackson State,24,20,33,40,57,60,0,1
1/18/16,Texas Southern,Grambling,23,22,46,32,69,54,1,0
1/18/16,Alcorn State,Ark.-Pine Bluff,37,33,36,32,73,65,1,0
1/18/16,Hampton,N.C. Central,45,37,35,42,80,79,1,0
1/18/16,Steph. F. Austin,New Orleans,49,41,33,17,82,58,1,0
1/19/16,Kansas,Oklahoma State,38,43,29,43,67,86,0,1
1/19/16,Georgetown,Xavier,39,33,42,39,81,72,1,0
1/19/16,Northwestern,Maryland,29,31,19,17,8,14,0,1
1/19/16,Houston,SMU,34,34,39,43,73,77,0,1
1/19/16,LSU,Texas A&M;,34,38,23,33,57,71,0,1
1/19/16,Clemson,Virginia,28,31,34,38,62,69,0,1
1/19/16,Butler,Providence,33,36,35,35,68,71,0,1
1/19/16,South Carolina,Mississippi,29,39,37,27,11,8,0,1
1/19/16,Illinois,Indiana,25,42,44,61,69,103,0,1
1/19/16,Tenn. Wesleyan,Wofford,37,44,29,45,66,89,0,1
1/19/16,Kent State,Ball State,37,30,39,38,76,68,1,0
1/19/16,Mississippi St.,Florida,42,37,36,44,78,81,0,1
1/19/16,Eastern Mich.,Akron,40,34,48,58,88,92,0,1
1/19/16,Western Mich.,Ohio,31,35,33,47,64,82,0,1
1/19/16,St. Peter's,Fairfield,33,36,44,35,77,71,1,0
1/19/16,Longwood,Liberty,17,26,36,29,53,55,0,1
1/19/16,Tulane,Connecticut,18,32,24,28,42,60,0,1
1/19/16,Toledo,Bowling Green,40,40,41,34,81,74,1,0
1/19/16,Northern Kentucky,Oakland,41,39,49,34,90,73,1,0
1/19/16,Tulsa,East Carolina,42,37,42,32,84,69,1,0
1/19/16,Buffalo,Miami (Ohio),30,32,47,28,77,60,1,0
1/19/16,Dayton,St. Bonaventure,45,18,40,61,85,79,1,0
1/19/16,Texas A&M-C.C.;,N'western St.,44,35,45,44,89,79,1,0
1/19/16,Ga. Southern,Georgia State,31,27,24,28,11,14,0,1
1/19/16,Cent. Michigan,Northern Ill.,41,34,29,41,70,75,0,1
1/19/16,Houston Baptist,Central Ark.,30,28,42,33,72,61,1,0
1/19/16,Hannibal-La Grange,Southeast Mo. St.,37,36,24,48,61,84,0,1
1/19/16,McNeese State,Abilene Christian,24,30,43,45,67,75,0,1
1/19/16,NC State,Pittsburgh,44,19,34,42,78,61,1,0
1/19/16,Green Bay,Chicago State,39,25,60,41,99,66,1,0
1/19/16,Loyola Chicago,Evansville,27,35,39,39,66,74,0,1
1/19/16,UNLV,Utah State,35,36,45,32,80,68,1,0
1/19/16,Alabama,Auburn,37,40,40,43,77,83,0,1
1/19/16,Fresno State,San Diego State,26,34,31,23,10,16,0,1
1/20/16,Wake Forest,North Carolina,30,46,38,37,68,83,0,1
1/20/16,Villanova,Seton Hall,35,33,37,38,72,71,1,0
1/20/16,Texas,West Virginia,28,25,28,24,56,49,1,0
1/20/16,Nebraska,Michigan State,33,33,39,38,72,71,1,0
1/20/16,Kansas State,Baylor,34,28,25,31,13,20,0,1
1/20/16,Miami (Fla.),Boston College,29,28,38,25,67,53,1,0
1/20/16,Florida State,Louisville,27,41,38,43,65,84,0,1
1/20/16,Howard,Delaware State,31,34,40,33,71,67,1,0
1/20/16,UCF,South Florida,29,23,35,31,64,54,1,0
1/20/16,American,Lafayette,35,34,46,39,81,73,1,0
1/20/16,Winthrop,Gardner-Webb,25,33,46,25,71,58,1,0
1/20/16,Boston U.,Colgate,33,35,45,50,78,85,0,1
1/20/16,Campbell,Radford,25,40,41,38,66,78,0,1
1/20/16,Duquesne,VCU,31,44,40,49,71,93,0,1
1/20/16,George Mason,Fordham,28,37,34,36,62,73,0,1
1/20/16,Temple,La Salle,33,25,29,24,62,49,1,0
1/20/16,Bucknell,Loyola (Md.),27,28,40,30,67,58,1,0
1/20/16,Georgia,Missouri,22,22,38,35,60,57,1,0
1/20/16,Navy,Lehigh,31,30,38,34,69,64,1,0
1/20/16,UNC-Asheville,High Point,26,29,43,44,69,73,0,1
1/20/16,Virginia Tech,Notre Dame,45,37,36,46,81,83,0,1
1/20/16,Charleston So.,Presbyterian,31,31,42,41,73,72,1,0
1/20/16,Army West Point,Holy Cross,40,32,25,37,65,69,0,1
1/20/16,Wichita State,UNI,34,22,40,33,74,55,1,0
1/20/16,Indiana State,Southern Ill.,34,40,32,39,66,79,0,1
1/20/16,Davidson,Saint Louis,46,47,41,49,87,96,0,1
1/20/16,Illinois State,Bradley,27,23,28,29,55,52,1,0
1/20/16,Western Illinois,South Dakota,37,32,30,44,67,76,0,1
1/20/16,DePaul,Marquette,26,22,31,34,57,56,1,0
1/20/16,Missouri State,Drake,29,39,50,31,79,70,1,0
1/20/16,Minnesota,Michigan,30,37,39,37,69,74,0,1
1/20/16,Nevada,Wyoming,32,36,43,33,75,69,1,0
1/20/16,San Jose State,Boise State,32,45,37,49,69,94,0,1
1/20/16,Vanderbilt,Tennessee,44,23,44,51,88,74,1,0
1/20/16,Colorado State,Air Force,41,31,42,48,83,79,1,0
1/20/16,Saint Joseph's,Penn,39,23,36,37,75,60,1,0
1/20/16,Colorado,Washington,33,47,50,48,83,95,0,1
1/20/16,Long Beach St.,UC Santa Barb.,36,23,41,44,77,67,1,0
1/20/16,CSU Fullerton,UC Irvine,24,31,35,41,59,72,0,1
1/20/16,UCLA,Oregon State,40,32,42,41,82,73,1,0
1/21/16,Iowa,Rutgers,45,37,45,39,90,76,1,0
1/21/16,Arizona,Stanford,31,30,40,27,71,57,1,0
1/21/16,USC,Oregon,41,46,40,43,81,89,0,1
1/21/16,Ohio State,Purdue,36,33,28,42,64,75,0,1
1/21/16,Kentucky,Arkansas,36,24,44,42,80,66,1,0
1/21/16,Charleston,Towson,18,15,22,22,40,37,1,0
1/21/16,Jacksonville,NJIT,26,32,37,51,63,83,0,1
1/21/16,Memphis,Cincinnati,38,41,34,35,72,76,0,1
1/21/16,Mercer,East Tenn. St.,27,23,30,34,6,8,0,1
1/21/16,FGCU,Kennesaw State,42,32,37,42,79,74,1,0
1/21/16,LIU Brooklyn,Fairleigh D'son,51,39,44,62,95,101,0,1
1/21/16,Robert Morris,Cent. Conn. St.,25,18,34,27,59,45,1,0
1/21/16,Wagner,St. Francis (B'klyn),43,33,40,26,83,59,1,0
1/21/16,Jacksonville St.,Eastern Kentucky,37,42,51,49,88,91,0,1
1/21/16,Eastern Illinois,Murray State,29,42,29,26,58,68,0,1
1/21/16,Marshall,Charlotte,37,46,58,57,95,103,0,1
1/21/16,St. Francis (Pa.),Bryant,28,45,43,20,71,65,1,0
1/21/16,Elon,William & Mary,34,43,33,46,67,89,0,1
1/21/16,New Hampshire,Mass.-Lowell,33,42,45,34,78,76,1,0
1/21/16,North Dakota St.,IPFW,37,36,37,43,74,79,0,1
1/21/16,Rider,Siena,30,32,22,31,52,63,0,1
1/21/16,Western Ky.,Old Dominion,29,25,33,43,62,68,0,1
1/21/16,Tennessee Tech,Morehead State,38,35,36,46,74,81,0,1
1/21/16,North Florida,S.C. Upstate,39,32,39,30,78,62,1,0
1/21/16,Vermont,Binghamton,26,18,35,34,61,52,1,0
1/21/16,Drexel,James Madison,18,28,27,40,45,68,0,1
1/21/16,Samford,VMI,37,45,39,38,76,83,0,1
1/21/16,Mt. St. Mary's,Sacred Heart,34,37,37,39,71,76,0,1
1/21/16,Hartford,UMBC,39,32,59,55,98,87,1,0
1/21/16,Chattanooga,UNC-Greensboro,29,35,44,25,73,60,1,0
1/21/16,Citadel,Western Caro.,41,39,51,52,92,91,1,0
1/21/16,Georgia State,Appalachian St.,22,38,45,38,67,76,0,1
1/21/16,North Texas,Middle Tenn.,32,34,32,52,64,86,0,1
1/21/16,Stetson,Lipscomb,31,49,56,43,87,92,0,1
1/21/16,SIUE,Austin Peay,42,39,34,37,10,14,0,1
1/21/16,Monmouth,Manhattan,30,36,41,42,71,78,0,1
1/21/16,Hofstra,Northeastern,42,32,23,33,31,27,0,1
1/21/16,Wisconsin,Penn State,27,18,39,42,66,60,1,0
1/21/16,FIU,UTSA,30,25,42,31,72,56,1,0
1/21/16,South Dakota St.,Oral Roberts,33,25,53,49,86,74,1,0
1/21/16,Grand Canyon,Chicago State,43,31,47,34,90,65,1,0
1/21/16,Utah Valley,UMKC,39,25,51,54,90,79,1,0
1/21/16,South Alabama,La.-Lafayette,44,46,38,46,82,92,0,1
1/21/16,Arkansas State,Texas-Arlington,22,41,42,50,64,91,0,1
1/21/16,Troy,La.-Monroe,30,40,44,45,74,85,0,1
1/21/16,UALR,Texas State,28,38,31,21,18,15,0,1
1/21/16,North Dakota,Northern Ariz.,46,25,55,34,101,59,1,0
1/21/16,Northern Colo.,Southern Utah,34,36,56,44,90,80,1,0
1/21/16,San Diego,Pepperdine,23,38,35,38,58,76,0,1
1/21/16,UTRGV,CSU Bakersfield,26,40,32,37,58,77,0,1
1/21/16,Belmont,Tennessee-Martin,32,33,50,39,82,72,1,0
1/21/16,Arizona State,California,30,38,40,37,70,75,0,1
1/21/16,Rice,UAB,32,42,38,40,70,82,0,1
1/21/16,Idaho,Montana,22,24,41,34,63,58,1,0
1/21/16,Omaha,Denver,28,21,41,34,69,55,1,0
1/21/16,Florida Atlantic,UTEP,20,40,36,31,56,71,0,1
1/21/16,Eastern Wash.,Montana State,30,38,41,47,71,85,0,1
1/21/16,Cal Poly,CSUN,40,39,34,37,74,76,0,1
1/21/16,New Mexico St.,Seattle,26,22,42,38,68,60,1,0
1/21/16,UC Riverside,UC Davis,24,29,31,29,55,58,0,1
1/21/16,Portland,Pacific,28,32,33,38,61,70,0,1
1/21/16,San Francisco,Santa Clara,32,35,42,26,74,61,1,0
1/21/16,Gonzaga,St. Mary's (Cal.),34,26,33,44,67,70,0,1
1/21/16,Utah,Washington St.,43,28,49,43,92,71,1,0
1/21/16,BYU,Loyola Marym't,40,50,51,30,91,80,1,0
1/22/16,Duquesne,George Mason,45,31,41,44,86,75,1,0
1/22/16,Rhode Island,Geo. Washington,34,29,24,33,58,62,0,1
1/22/16,Toledo,Northern Ill.,27,29,22,29,49,58,0,1
1/22/16,Canisius,Niagara,32,30,38,31,70,61,1,0
1/22/16,St. Peter's,Iona,21,37,37,27,58,64,0,1
1/22/16,Illinois-Chicago,Northern Kentucky,30,34,35,31,4,17,0,1
1/22/16,Valparaiso,Wright State,25,22,37,51,62,73,0,1
1/22/16,Fairfield,Marist,41,42,47,34,88,76,1,0
1/22/16,Yale,Brown,40,27,50,39,90,66,1,0
1/22/16,Albany,Stony Brook,30,30,33,39,63,69,0,1
1/23/16,Oklahoma,Baylor,37,30,45,42,82,72,1,0
1/23/16,Texas,Kansas,35,30,32,46,67,76,0,1
1/23/16,Seton Hall,Xavier,36,40,40,44,76,84,0,1
1/23/16,West Virginia,Texas Tech,40,43,40,33,80,76,1,0
1/23/16,Maryland,Michigan State,29,35,36,39,65,74,0,1
1/23/16,Missouri,Texas A&M;,25,29,28,37,53,66,0,1
1/23/16,Arizona,California,37,35,36,39,73,74,0,1
1/23/16,Wake Forest,Miami (Fla.),33,35,30,42,63,77,0,1
1/23/16,Louisville,Georgia Tech,32,39,43,32,75,71,1,0
1/23/16,Butler,Creighton,34,29,30,43,64,72,0,1
1/23/16,Iowa State,TCU,37,28,36,32,73,60,1,0
1/23/16,Duke,NC State,36,43,52,35,88,78,1,0
1/23/16,Vanderbilt,Kentucky,27,37,30,39,57,76,0,1
1/23/16,South Carolina,Tennessee,28,29,41,49,69,78,0,1
1/23/16,Northwestern,Indiana,26,43,31,46,57,89,0,1
1/23/16,Bucknell,Boston U.,27,32,47,39,74,71,1,0
1/23/16,Towson,Northeastern,25,19,54,53,79,72,1,0
1/23/16,Marshall,Old Dominion,39,40,39,35,78,75,1,0
1/23/16,LSU,Alabama,36,41,36,29,72,70,1,0
1/23/16,Oakland,Green Bay,49,50,62,45,111,95,1,0
1/23/16,Tennessee Tech,Eastern Kentucky,45,40,44,43,89,83,1,0
1/23/16,Michigan,Nebraska,33,30,48,38,81,68,1,0
1/23/16,Bethune-Cookman,Md.-East. Shore,33,34,39,40,72,74,0,1
1/23/16,Drake,Loyola Chicago,26,29,37,39,63,68,0,1
1/23/16,Jacksonville,S.C. Upstate,36,27,41,41,77,68,1,0
1/23/16,Mississippi,Mississippi St.,38,36,39,47,77,83,0,1
1/23/16,Fresno State,Air Force,31,30,25,25,56,55,1,0
1/23/16,Bradley,Wichita State,21,44,33,44,54,88,0,1
1/23/16,St. Francis (B'klyn),LIU Brooklyn,25,30,39,19,64,49,1,0
1/23/16,Florida Atlantic,UTSA,38,34,48,37,86,71,1,0
1/23/16,North Dakota St.,Western Illinois,29,26,36,26,65,52,1,0
1/23/16,Utah Valley,Chicago State,33,35,49,41,82,76,1,0
1/23/16,St. Francis (Pa.),Cent. Conn. St.,36,33,43,31,79,64,1,0
1/23/16,Boise State,Wyoming,38,38,43,33,81,71,1,0
1/23/16,Citadel,East Tenn. St.,41,45,45,41,6,15,0,1
1/23/16,UNI,Illinois State,38,40,29,36,67,76,0,1
1/23/16,Gonzaga,Pacific,26,25,45,36,71,61,1,0
1/23/16,UCLA,Oregon,31,41,41,45,72,86,0,1
1/23/16,Detroit,Milwaukee,37,31,43,52,80,83,0,1
1/23/16,Robert Morris,Bryant,32,26,33,28,65,54,1,0
1/23/16,Central Ark.,Nicholls State,42,47,52,36,94,83,1,0
1/23/16,Columbia,Cornell,36,33,43,35,79,68,1,0
1/23/16,Delaware,Charleston,31,29,27,30,58,59,0,1
1/23/16,Pittsburgh,Florida State,33,43,41,29,74,72,1,0
1/23/16,South Florida,Houston,32,22,39,40,71,62,1,0
1/23/16,Wofford,Furman,30,27,32,36,62,63,0,1
1/23/16,Northern Colo.,Northern Ariz.,35,31,49,48,84,79,1,0
1/23/16,Idaho,Montana State,33,23,35,47,68,70,0,1
1/23/16,Kent State,Bowling Green,30,19,32,40,62,59,1,0
