Date,Team 1,Team 2,Team 1 1st Half,Team 2 1st Half,Team 1 2nd Half,Team 2 2nd Half,Team 1 Final,Team 2 Final,Team 1 Winner,Team 2 Winner
1/23/16,Presbyterian,UNC-Asheville,30,37,25,30,55,67,0,1
1/23/16,Stetson,Kennesaw State,39,39,45,40,84,79,1,0
1/23/16,Ohio,Cent. Michigan,28,35,21,37,49,72,0,1
1/23/16,N'western St.,McNeese State,38,35,36,40,74,75,0,1
1/23/16,Buffalo,Western Mich.,30,48,41,43,71,91,0,1
1/23/16,New Mexico,San Jose State,37,32,46,32,83,64,1,0
1/23/16,South Alabama,La.-Monroe,29,39,39,61,68,100,0,1
1/23/16,South Dakota St.,South Dakota,28,32,51,43,79,75,1,0
1/23/16,Coastal Caro.,Charleston So.,44,23,34,40,78,63,1,0
1/23/16,Arkansas State,Texas State,26,38,42,40,68,78,0,1
1/23/16,Houston Baptist,Lamar,40,29,52,50,92,79,1,0
1/23/16,Abilene Christian,Incarnate Word,27,34,33,40,60,74,0,1
1/23/16,Ark.-Pine Bluff,Prairie View A&M;,25,15,20,29,45,44,1,0
1/23/16,Arkansas,Georgia,25,28,39,36,9,12,0,1
1/23/16,Utah State,San Diego State,32,37,23,33,55,70,0,1
1/23/16,Rice,Middle Tenn.,25,45,48,42,73,87,0,1
1/23/16,Western Ky.,Charlotte,34,37,37,51,71,88,0,1
1/23/16,Oklahoma State,Kansas State,30,49,43,40,73,89,0,1
1/23/16,Savannah State,Hampton,28,28,24,47,52,75,0,1
1/23/16,S. Carolina St.,Norfolk State,35,51,39,36,74,87,0,1
1/23/16,North Dakota,Southern Utah,43,21,45,51,88,72,1,0
1/23/16,Alabama State,Southern Univ.,35,35,34,38,69,73,0,1
1/23/16,San Diego,Loyola Marym't,36,30,27,37,63,67,0,1
1/23/16,Grambling,Jackson State,20,26,25,34,45,60,0,1
1/23/16,Cal Poly,CSU Fullerton,37,35,46,40,83,75,1,0
1/23/16,Alabama A&M;,Alcorn State,31,26,27,37,58,63,0,1
1/23/16,James Madison,Elon,42,43,40,21,82,64,1,0
1/23/16,Harvard,Dartmouth,26,27,24,36,50,63,0,1
1/23/16,CSUN,UC Santa Barb.,32,31,29,43,61,74,0,1
1/23/16,Miami (Ohio),Akron,18,34,28,41,46,75,0,1
1/23/16,Long Beach St.,UC Riverside,37,38,35,36,72,74,0,1
1/23/16,IUPUI,IPFW,47,34,37,48,84,82,1,0
1/23/16,Sam Houston St.,Steph. F. Austin,29,44,35,32,64,76,0,1
1/23/16,Troy,La.-Lafayette,31,49,34,39,65,88,0,1
1/23/16,New Orleans,Texas A&M-C.C.;,36,43,40,54,76,97,0,1
1/23/16,Auburn,Florida,32,53,31,42,63,95,0,1
1/23/16,BYU,Pepperdine,28,30,37,41,65,71,0,1
1/23/16,SIUE,Murray State,25,35,29,35,54,70,0,1
1/23/16,Omaha,Oral Roberts,46,37,39,42,85,79,1,0
1/23/16,Louisiana Tech,Southern Miss,38,25,32,34,70,59,1,0
1/23/16,North Texas,UAB,35,33,22,45,57,78,0,1
1/23/16,Eastern Illinois,Austin Peay,37,32,38,43,12,11,0,1
1/23/16,Grand Canyon,UMKC,38,35,47,43,85,78,1,0
1/23/16,UALR,Texas-Arlington,42,14,26,48,68,62,1,0
1/23/16,Miss. Valley St.,Texas Southern,31,33,29,42,60,75,0,1
1/23/16,Illinois,Minnesota,35,30,25,30,16,11,0,1
1/23/16,Weber State,Idaho State,34,36,34,33,68,69,0,1
1/23/16,Eastern Wash.,Montana,28,32,41,42,69,74,0,1
1/23/16,Colorado,Washington St.,39,32,36,38,75,70,1,0
1/23/16,FIU,UTEP,41,28,38,41,79,69,1,0
1/23/16,New Mexico St.,CSU Bakersfield,20,31,28,17,20,19,0,1
1/23/16,UNLV,Nevada,24,25,39,40,63,65,0,1
1/23/16,UTRGV,Seattle,27,32,32,38,59,70,0,1
1/23/16,Portland State,Sacramento St.,44,27,37,36,81,63,1,0
1/23/16,Portland,St. Mary's (Cal.),35,42,39,47,74,89,0,1
1/23/16,Arizona State,Stanford,34,40,39,35,73,75,0,1
1/23/16,Ball State,Eastern Mich.,37,36,34,35,17,16,0,1
1/23/16,Saint Louis,Massachusetts,37,40,49,35,86,75,1,0
1/23/16,Boston College,Notre Dame,29,34,20,42,49,76,0,1
1/23/16,Georgetown,Connecticut,33,40,29,28,62,68,0,1
1/23/16,High Point,Liberty,27,32,40,37,67,69,0,1
1/23/16,UC Davis,Hawaii,35,37,27,41,62,78,0,1
1/24/16,North Carolina,Virginia Tech,39,34,36,36,75,70,1,0
1/24/16,Providence,Villanova,35,37,31,29,16,10,0,1
1/24/16,SMU,Temple,34,44,46,45,80,89,0,1
1/24/16,Purdue,Iowa,35,33,36,50,71,83,0,1
1/24/16,Syracuse,Virginia,29,37,36,36,65,73,0,1
1/24/16,USC,Oregon State,40,36,30,49,70,85,0,1
1/24/16,Hartford,New Hampshire,36,44,35,40,71,84,0,1
1/24/16,Youngstown St.,Cleveland State,35,31,35,24,70,55,1,0
1/24/16,Valparaiso,Northern Kentucky,34,22,37,24,71,46,1,0
1/24/16,UMBC,Vermont,26,32,46,47,72,79,0,1
1/24/16,Mercer,Western Caro.,32,24,34,42,14,20,0,1
1/24/16,Samford,UNC-Greensboro,37,35,41,51,78,86,0,1
1/24/16,Jacksonville St.,Morehead State,41,28,37,46,78,74,1,0
1/24/16,Binghamton,Mass.-Lowell,24,24,40,33,64,57,1,0
1/24/16,FGCU,Lipscomb,38,51,37,40,75,91,0,1
1/24/16,Siena,Canisius,48,38,51,40,99,78,1,0
1/24/16,Bryn Athyn,Princeton,23,48,21,52,44,100,0,1
1/24/16,East Carolina,Memphis,45,36,39,47,84,83,1,0
1/24/16,Illinois-Chicago,Wright State,32,44,34,36,66,80,0,1
1/24/16,Marist,Monmouth,29,42,43,41,72,83,0,1
1/24/16,Holy Cross,Colgate,29,33,32,43,61,76,0,1
1/24/16,Mt. St. Mary's,Fairleigh D'son,44,25,43,47,87,72,1,0
1/24/16,UCF,Tulsa,27,32,33,43,60,75,0,1
1/24/16,St. Bonaventure,VCU,34,33,42,51,76,84,0,1
1/24/16,Iona,Fairfield,42,50,49,48,91,98,0,1
1/24/16,Marquette,St. John's ,31,23,47,50,78,73,1,0
1/24/16,Quinnipiac,Rider,27,37,25,38,52,75,0,1
1/24/16,Dayton,Fordham,37,24,27,26,64,50,1,0
1/24/16,Evansville,Indiana State,31,45,34,37,65,82,0,1
1/24/16,Southern Ill.,Missouri State,45,31,35,34,80,65,1,0
1/24/16,Sacred Heart,Wagner,37,31,30,27,67,58,1,0
1/24/16,Saint Joseph's,La Salle,28,22,41,26,69,48,1,0
1/24/16,Winthrop,Longwood,48,32,34,36,82,68,1,0
1/24/16,Tennessee State,Belmont,39,55,56,48,95,103,0,1
1/24/16,Tennessee-Martin,Southeast Mo. St.,15,32,40,23,5,13,0,1
1/24/16,North Florida,NJIT,50,36,44,44,94,80,1,0
1/24/16,Utah,Washington,26,26,40,40,14,9,0,1
1/24/16,Tulane,Cincinnati,27,49,48,48,75,97,0,1
1/24/16,Gardner-Webb,Radford,31,36,28,33,59,69,0,1
1/24/16,William & Mary,Hofstra,37,38,26,53,63,91,0,1
1/25/16,Kansas,Iowa State,43,36,29,49,72,85,0,1
1/25/16,Duke,Miami (Fla.),31,35,38,45,69,80,0,1
1/25/16,Ga. Southern,Appalachian St.,46,42,55,58,101,100,1,0
1/25/16,S. Carolina St.,Hampton,33,24,34,38,67,62,1,0
1/25/16,Furman,VMI,34,20,34,36,68,56,1,0
1/25/16,Abilene Christian,Sam Houston St.,19,34,32,38,51,72,0,1
1/25/16,Alabama A&M;,Southern Univ.,25,36,27,37,52,73,0,1
1/25/16,Penn State,Ohio State,26,33,20,33,46,66,0,1
1/25/16,Davidson,Richmond,37,33,41,37,78,70,1,0
1/25/16,Maine,Stony Brook,27,41,27,40,54,81,0,1
1/25/16,N.C. A&T;,Delaware State,19,32,36,25,55,57,0,1
1/25/16,N'western St.,Nicholls State,44,41,44,39,88,80,1,0
1/25/16,Lafayette,Bucknell,28,29,39,50,67,79,0,1
1/25/16,Incarnate Word,McNeese State,34,39,33,28,9,12,0,1
1/25/16,Central Ark.,New Orleans,43,44,40,50,83,94,0,1
1/25/16,Detroit,Green Bay,39,51,56,44,13,20,0,1
1/25/16,Savannah State,Norfolk State,26,40,47,52,73,92,0,1
1/25/16,Lamar,Steph. F. Austin,20,45,32,41,52,86,0,1
1/25/16,Miss. Valley St.,Prairie View A&M;,33,39,43,34,76,73,1,0
1/25/16,Ark.-Pine Bluff,Texas Southern,20,35,29,43,49,78,0,1
1/25/16,Alabama State,Alcorn State,28,33,44,44,72,77,0,1
1/25/16,Oakland,Milwaukee,40,39,42,40,82,79,1,0
1/26/16,Texas Tech,Oklahoma,39,49,28,42,67,91,0,1
1/26/16,Xavier,Providence,34,26,41,42,75,68,1,0
1/26/16,Kansas State,West Virginia,25,34,30,36,55,70,0,1
1/26/16,Virginia,Wake Forest,24,26,48,45,72,71,1,0
1/26/16,Indiana,Wisconsin,34,35,37,36,8,11,0,1
1/26/16,Creighton,Georgetown,31,32,42,42,73,74,0,1
1/26/16,Ball State,Buffalo,29,31,35,45,64,76,0,1
1/26/16,Siena,Niagara,38,32,44,38,82,70,1,0
1/26/16,Mississippi St.,South Carolina,34,43,40,41,74,84,0,1
1/26/16,Memphis,UCF,54,40,43,46,97,86,1,0
1/26/16,La Salle,Duquesne,26,32,34,55,60,87,0,1
1/26/16,Bowling Green,Western Mich.,38,43,41,35,79,78,1,0
1/26/16,Eastern Mich.,Kent State,32,31,26,42,58,73,0,1
1/26/16,Florida State,Boston College,37,32,35,30,72,62,1,0
1/26/16,Cent. Michigan,Miami (Ohio),35,32,33,19,68,51,1,0
1/26/16,Northern Ill.,Akron,31,30,35,46,66,76,0,1
1/26/16,Ohio,Toledo,37,30,44,49,81,79,1,0
1/26/16,Bethune-Cookman,Howard,40,32,28,38,68,70,0,1
1/26/16,TCU,Texas,27,37,27,34,54,71,0,1
1/26/16,Drake,Illinois State,35,40,29,36,64,76,0,1
1/26/16,South Alabama,Troy,25,31,41,27,66,58,1,0
1/26/16,Tennessee,Alabama,25,24,32,39,57,63,0,1
1/26/16,Florida,Vanderbilt,19,30,40,30,59,60,0,1
1/26/16,Southeastern La.,Texas A&M-C.C.;,27,28,36,45,63,73,0,1
1/26/16,Georgia,LSU,30,33,55,56,85,89,0,1
1/26/16,Wyoming,Fresno State,37,33,23,38,60,71,0,1
1/26/16,San Diego State,Nevada,26,33,31,21,57,54,1,0
1/27/16,Texas A&M;,Arkansas,33,40,38,34,71,74,0,1
1/27/16,Louisville,Virginia Tech,38,34,53,49,91,83,1,0
1/27/16,Baylor,Oklahoma State,27,32,42,33,69,65,1,0
1/27/16,Missouri,Kentucky,20,47,34,41,54,88,0,1
1/27/16,Purdue,Minnesota,33,26,35,38,68,64,1,0
1/27/16,Loyola Chicago,Wichita State,24,37,30,43,54,80,0,1
1/27/16,Lipscomb,NJIT,40,31,41,41,81,72,1,0
1/27/16,Charleston So.,Winthrop,31,40,41,57,72,97,0,1
1/27/16,UMBC,Binghamton,23,32,34,34,57,66,0,1
1/27/16,High Point,Campbell,30,26,43,37,73,63,1,0
1/27/16,St. John's ,Seton Hall,26,34,34,45,60,79,0,1
1/27/16,Boston U.,Army West Point,33,33,43,34,76,67,1,0
1/27/16,American,Navy,26,24,37,34,63,58,1,0
1/27/16,Jacksonville,FGCU,36,27,42,42,78,69,1,0
1/27/16,Maine,Hartford,43,47,41,37,21,16,0,1
1/27/16,DePaul,Butler,23,33,30,34,53,67,0,1
1/27/16,Fordham,Rhode Island,35,39,28,40,63,79,0,1
1/27/16,Mass.-Lowell,Albany,31,47,32,28,63,75,0,1
1/27/16,Vermont,New Hampshire,31,24,35,26,66,50,1,0
1/27/16,Sacred Heart,LIU Brooklyn,33,39,51,53,84,92,0,1
1/27/16,Liberty,Gardner-Webb,33,28,36,27,69,55,1,0
1/27/16,Radford,Longwood,42,37,48,44,90,81,1,0
1/27/16,Rutgers,Michigan,27,34,30,34,57,68,0,1
1/27/16,Saint Louis,Dayton,17,26,20,47,37,73,0,1
1/27/16,Missouri State,Indiana State,31,27,28,41,59,68,0,1
1/27/16,Auburn,Mississippi,30,29,33,51,63,80,0,1
1/27/16,UNC-Asheville,Coastal Caro.,32,40,31,23,3,5,0,1
1/27/16,Massachusetts,Saint Joseph's,30,29,40,49,70,78,0,1
1/27/16,Colgate,Lehigh,33,42,37,37,70,79,0,1
1/27/16,Kennesaw State,S.C. Upstate,34,25,44,50,78,75,1,0
1/27/16,Temple,East Carolina,26,28,35,36,61,64,0,1
1/27/16,Pittsburgh,Clemson,26,40,34,33,60,73,0,1
1/27/16,N.C. Central,Delaware State,32,31,28,40,60,71,0,1
1/27/16,Loyola (Md.),Holy Cross,39,24,32,30,71,54,1,0
1/27/16,N.C. A&T;,Coppin State,30,33,38,40,68,73,0,1
1/27/16,Austin Peay,Morehead State,23,28,42,47,65,75,0,1
1/27/16,South Florida,Tulane,36,28,37,32,73,60,1,0
1/27/16,Murray State,Eastern Kentucky,39,36,36,35,75,71,1,0
1/27/16,Georgia Tech,NC State,47,33,43,50,90,83,1,0
1/27/16,Tulsa,Houston,27,40,39,41,66,81,0,1
1/27/16,San Jose State,Colorado State,26,30,40,44,66,74,0,1
1/27/16,Air Force,New Mexico,30,45,25,39,55,84,0,1
1/27/16,UNI,Bradley,35,32,33,18,68,50,1,0
1/27/16,Stetson,Marquette,21,47,39,27,60,74,0,1
1/27/16,Stanford,Colorado,28,42,47,49,75,91,0,1
1/27/16,UC Irvine,CSUN,33,22,40,41,73,63,1,0
1/27/16,CSU Fullerton,UC Davis,37,35,27,34,64,69,0,1
1/27/16,California,Utah,34,35,30,38,64,73,0,1
1/27/16,Boise State,UNLV,40,32,37,55,77,87,0,1
1/28/16,Iowa,Maryland,35,41,33,33,68,74,0,1
1/28/16,Michigan State,Northwestern,36,24,40,21,76,45,1,0
1/28/16,Oregon,Arizona,41,42,42,33,83,75,1,0
1/28/16,Notre Dame,Syracuse,27,44,39,37,66,81,0,1
1/28/16,UNC-Greensboro,Citadel,60,53,42,42,102,95,1,0
1/28/16,William & Mary,Delaware,42,38,52,41,94,79,1,0
1/28/16,Towson,Drexel,36,35,41,35,77,70,1,0
1/28/16,St. Francis (Pa.),Fairleigh D'son,36,37,40,39,6,10,0,1
1/28/16,Bryant,Cent. Conn. St.,37,32,30,46,67,78,0,1
1/28/16,Robert Morris,Mt. St. Mary's,23,32,26,38,49,70,0,1
1/28/16,Middle Tenn.,Marshall,28,37,38,45,66,82,0,1
1/28/16,Cincinnati,Connecticut,31,36,27,21,58,57,1,0
1/28/16,Charlotte,FIU,37,36,35,33,72,69,1,0
1/28/16,Elon,Hofstra,25,27,39,39,64,66,0,1
1/28/16,East Tenn. St.,Wofford,28,44,45,43,73,87,0,1
1/28/16,Old Dominion,Florida Atlantic,31,24,47,42,78,66,1,0
1/28/16,Western Caro.,Furman,22,33,38,29,60,62,0,1
1/28/16,VMI,Mercer,34,36,24,37,58,73,0,1
1/28/16,UTSA,Louisiana Tech,34,40,41,45,75,85,0,1
1/28/16,Niagara,Marist,29,40,40,26,69,66,1,0
1/28/16,Northeastern,Charleston,34,22,24,36,3,10,0,1
1/28/16,UAB,Western Ky.,35,40,27,29,62,69,0,1
1/28/16,Monmouth,Quinnipiac,27,20,39,31,66,51,1,0
1/28/16,Texas-Arlington,La.-Monroe,36,43,52,56,88,99,0,1
1/28/16,UTEP,Southern Miss,30,26,28,45,58,71,0,1
1/28/16,Omaha,South Dakota St.,35,41,41,46,76,87,0,1
1/28/16,Youngstown St.,Illinois-Chicago,49,31,33,47,82,78,1,0
1/28/16,Rider,St. Peter's,41,22,35,23,76,45,1,0
1/28/16,Cleveland State,Valparaiso,23,36,29,41,52,77,0,1
1/28/16,Evansville,Southern Ill.,32,35,39,36,14,7,0,1
1/28/16,Belmont,Jacksonville St.,37,26,35,37,72,63,1,0
1/28/16,Tennessee-Martin,Eastern Illinois,38,39,36,43,74,82,0,1
1/28/16,IPFW,Oral Roberts,27,36,41,27,68,63,1,0
1/28/16,Ga. Southern,UALR,28,41,39,39,67,80,0,1
1/28/16,Texas State,La.-Lafayette,21,35,33,45,54,80,0,1
1/28/16,Oregon State,Arizona State,17,36,51,50,68,86,0,1
1/28/16,Georgia State,Arkansas State,26,19,31,38,12,18,0,1
1/28/16,Appalachian St.,Troy,35,31,40,40,75,71,1,0
1/28/16,Seattle,Utah Valley,34,26,39,36,73,62,1,0
1/28/16,CSU Bakersfield,Grand Canyon,31,38,33,32,64,70,0,1
1/28/16,Southeast Mo. St.,SIUE,20,22,38,29,58,51,1,0
1/28/16,Southern Utah,Idaho State,32,48,36,39,68,87,0,1
1/28/16,St. Francis (B'klyn),Wagner,27,34,34,30,61,64,0,1
1/28/16,Richmond,Geo. Washington,42,39,32,35,24,16,0,1
1/28/16,Tennessee State,Tennessee Tech,43,33,36,48,79,81,0,1
1/28/16,Santa Clara,Gonzaga,22,46,45,38,67,84,0,1
1/28/16,South Dakota,Denver,22,30,30,36,52,66,0,1
1/28/16,Northern Ariz.,Weber State,24,29,42,47,66,76,0,1
1/28/16,Ohio State,Illinois,29,24,29,34,10,5,0,1
1/28/16,Portland State,Eastern Wash.,32,56,51,56,83,112,0,1
1/28/16,San Francisco,Portland,51,45,36,31,87,76,1,0
1/28/16,Sacramento St.,Idaho,37,21,28,42,65,63,1,0
1/28/16,UC Riverside,Cal Poly,28,30,44,38,72,68,1,0
1/28/16,Washington,UCLA,51,33,35,51,86,84,1,0
1/28/16,Pepperdine,San Diego,45,32,30,33,75,65,1,0
1/28/16,Washington St.,USC,41,52,30,29,71,81,0,1
1/28/16,UC Santa Barb.,Long Beach St.,40,31,30,39,0,10,0,1
1/28/16,Loyola Marym't,BYU,24,38,38,49,62,87,0,1
1/29/16,Western Illinois,IUPUI,31,36,36,33,67,69,0,1
1/29/16,Princeton,Brown,37,21,46,38,83,59,1,0
1/29/16,VCU,Davidson,38,28,41,41,79,69,1,0
1/29/16,Northern Kentucky,Detroit,44,45,47,38,91,83,1,0
1/29/16,Manhattan,Iona,20,33,36,37,56,70,0,1
1/29/16,Columbia,Dartmouth,42,32,35,28,77,60,1,0
1/29/16,Canisius,Fairfield,36,34,41,50,77,84,0,1
1/29/16,Cornell,Harvard,40,25,37,40,77,65,1,0
1/29/16,Penn,Yale,31,41,27,40,58,81,0,1
1/29/16,Wright State,Oakland,26,41,37,48,63,89,0,1
1/29/16,Green Bay,Milwaukee,41,47,53,48,94,95,0,1
1/29/16,Kent State,Ohio,23,30,38,42,61,72,0,1
1/30/16,Oklahoma,LSU,36,44,41,31,77,75,1,0
1/30/16,Boston College,North Carolina,30,41,32,48,62,89,0,1
1/30/16,Kentucky,Kansas,46,40,30,36,8,14,0,1
1/30/16,Iowa State,Texas A&M;,30,30,32,42,62,72,0,1
1/30/16,Xavier,DePaul,42,33,44,32,86,65,1,0
1/30/16,West Virginia,Florida,30,45,41,43,71,88,0,1
1/30/16,Providence,Georgetown,38,28,35,41,73,69,1,0
1/30/16,Virginia,Louisville,29,14,34,33,63,47,1,0
1/30/16,Memphis,SMU,27,39,41,41,68,80,0,1
1/30/16,Miami (Fla.),NC State,32,37,37,48,69,85,0,1
1/30/16,Georgia,Baylor,35,32,38,51,73,83,0,1
1/30/16,Oregon State,Arizona,30,34,33,46,63,80,0,1
1/30/16,Minnesota,Indiana,27,39,41,35,68,74,0,1
1/30/16,Nebraska,Purdue,35,44,39,45,74,89,0,1
1/30/16,Long Beach St.,Hawaii,34,31,44,33,78,64,1,0
1/30/16,Akron,Ball State,39,28,34,36,73,64,1,0
1/30/16,VMI,Citadel,38,40,37,38,75,78,0,1
1/30/16,New Hampshire,UMBC,37,41,47,40,84,81,1,0
1/30/16,Navy,Holy Cross,39,34,30,35,11,18,0,1
1/30/16,Mississippi,Kansas State,36,38,28,31,64,69,0,1
1/30/16,Charlotte,Florida Atlantic,33,44,44,38,77,82,0,1
1/30/16,American,Colgate,22,21,32,28,54,49,1,0
1/30/16,Niagara,Quinnipiac,30,38,38,44,68,82,0,1
1/30/16,La Salle,Dayton,23,30,21,29,44,59,0,1
1/30/16,Binghamton,Maine,36,32,27,42,63,74,0,1
1/30/16,Stony Brook,Vermont,33,33,39,28,72,61,1,0
1/30/16,Eastern Mich.,Western Mich.,24,41,62,53,86,94,0,1
1/30/16,Delaware,Towson,35,38,48,45,14,18,0,1
1/30/16,Tennessee,TCU,41,27,22,48,63,75,0,1
1/30/16,Texas State,La.-Monroe,33,36,26,36,59,72,0,1
1/30/16,Washington,USC,33,44,55,54,88,98,0,1
1/30/16,Bradley,Drake,35,38,35,42,70,80,0,1
1/30/16,Wagner,Mt. St. Mary's,43,21,30,42,73,63,1,0
1/30/16,Fairleigh D'son,LIU Brooklyn,43,42,45,43,88,85,1,0
1/30/16,Steph. F. Austin,Texas A&M-C.C.;,27,28,39,33,66,61,1,0
1/30/16,Sacramento St.,Eastern Wash.,31,37,36,37,67,74,0,1
1/30/16,Chicago State,UMKC,35,40,29,38,64,78,0,1
1/30/16,Northern Ill.,Miami (Ohio),34,35,25,37,59,72,0,1
1/30/16,St. Francis (B'klyn),Cent. Conn. St.,26,22,34,27,60,49,1,0
1/30/16,Bryant,Sacred Heart,35,38,36,34,71,72,0,1
1/30/16,Hofstra,Drexel,24,30,46,34,70,64,1,0
1/30/16,Southeastern La.,N'western St.,32,30,44,61,76,91,0,1
1/30/16,South Dakota St.,Denver,24,25,43,31,67,56,1,0
1/30/16,Murray State,Tennessee-Martin,30,27,29,36,59,63,0,1
1/30/16,S. Carolina St.,Delaware State,21,17,35,24,56,41,1,0
1/30/16,Florida A&M;,Bethune-Cookman,25,41,31,47,56,88,0,1
1/30/16,Indiana State,Loyola Chicago,34,41,47,40,15,23,0,1
1/30/16,Cleveland State,Illinois-Chicago,37,29,27,35,6,8,0,1
1/30/16,Texas Tech,Arkansas,28,29,32,31,8,15,0,1
1/30/16,Howard,Morgan State,33,34,30,49,63,83,0,1
1/30/16,East Tenn. St.,Furman,27,39,43,35,70,74,0,1
1/30/16,Md.-East. Shore,Coppin State,42,37,35,40,6,4,0,1
1/30/16,Loyola Marym't,San Diego,37,37,32,40,69,77,0,1
1/30/16,Savannah State,N.C. A&T;,27,31,35,32,62,63,0,1
1/30/16,Radford,Winthrop,42,48,35,39,77,87,0,1
1/30/16,Illinois State,Missouri State,31,33,41,39,9,12,0,1
1/30/16,Campbell,Coastal Caro.,28,30,40,67,68,97,0,1
1/30/16,NJIT,Kennesaw State,34,29,41,38,75,67,1,0
1/30/16,UNC-Greensboro,Mercer,31,35,36,46,67,81,0,1
1/30/16,Bowling Green,Cent. Michigan,30,41,35,36,65,77,0,1
1/30/16,Air Force,San Jose State,24,39,30,36,54,75,0,1
1/30/16,Lamar,Abilene Christian,29,39,42,41,71,80,0,1
1/30/16,S.C. Upstate,Lipscomb,30,29,46,47,16,15,0,1
1/30/16,Stanford,Utah,39,48,35,48,74,96,0,1
1/30/16,Jackson State,Miss. Valley St.,41,28,36,34,77,62,1,0
1/30/16,New Mexico,Boise State,40,39,48,44,88,83,1,0
1/30/16,Texas-Arlington,La.-Lafayette,42,42,33,48,75,90,0,1
1/30/16,Austin Peay,Southeast Mo. St.,34,30,52,50,86,80,1,0
1/30/16,Gardner-Webb,Charleston So.,35,22,33,37,68,59,1,0
1/30/16,Tennessee State,Jacksonville St.,38,29,40,24,78,53,1,0
1/30/16,Nicholls State,Incarnate Word,33,30,28,38,61,68,0,1
1/30/16,Alcorn State,Southern Univ.,22,29,42,46,64,75,0,1
1/30/16,Tulane,Tulsa,21,27,27,35,48,62,0,1
1/30/16,Colorado State,Wyoming,32,32,44,51,76,83,0,1
1/30/16,Norfolk State,Hampton,37,46,39,40,76,86,0,1
1/30/16,Eastern Illinois,SIUE,22,20,38,26,60,46,1,0
1/30/16,Texas Southern,Alabama State,37,30,38,42,75,72,1,0
1/30/16,Alabama,South Carolina,26,35,38,43,64,78,0,1
1/30/16,Saint Joseph's,Rhode Island,30,19,34,36,64,55,1,0
1/30/16,Duquesne,Saint Louis,30,27,48,40,78,67,1,0
1/30/16,Army West Point,Bucknell,37,53,29,41,66,94,0,1
1/30/16,Columbia,Harvard,17,33,38,21,55,54,1,0
1/30/16,Lafayette,Loyola (Md.),30,46,47,38,77,84,0,1
1/30/16,FGCU,North Florida,35,38,41,44,76,82,0,1
1/30/16,Elon,Northeastern,29,40,42,27,71,67,1,0
1/30/16,Robert Morris,St. Francis (Pa.),23,43,55,47,78,90,0,1
1/30/16,Chattanooga,Samford,35,28,28,28,63,56,1,0
1/30/16,Stetson,Jacksonville,26,33,34,42,60,75,0,1
1/30/16,Princeton,Yale,32,38,43,41,75,79,0,1
1/30/16,Washington St.,UCLA,23,36,27,47,50,83,0,1
1/30/16,Albany,Hartford,38,28,48,32,86,60,1,0
1/30/16,Prairie View A&M;,Alabama A&M;,31,43,38,40,69,83,0,1
1/30/16,Buffalo,Toledo,38,28,35,40,73,68,1,0
1/30/16,Georgia State,UALR,28,37,25,26,53,63,0,1
1/30/16,Morehead State,Eastern Kentucky,28,32,42,35,70,67,1,0
1/30/16,Cornell,Dartmouth,41,35,36,38,77,73,1,0
1/30/16,Old Dominion,FIU,26,24,38,36,64,60,1,0
1/30/16,St. Peter's,Monmouth,25,36,32,37,57,73,0,1
1/30/16,Marist,Siena,29,47,37,30,66,77,0,1
1/30/16,Western Caro.,Wofford,40,39,26,46,66,85,0,1
1/30/16,McNeese State,New Orleans,27,29,37,47,64,76,0,1
1/30/16,Liberty,Presbyterian,37,32,28,29,65,61,1,0
1/30/16,North Texas,Rice,37,40,50,55,87,95,0,1
1/30/16,San Francisco,Gonzaga,22,39,26,47,48,86,0,1
1/30/16,Ga. Southern,Arkansas State,35,37,36,29,71,66,1,0
1/30/16,South Dakota,Omaha,41,44,42,52,83,96,0,1
1/30/16,Penn,Brown,45,46,38,43,83,89,0,1
1/30/16,UTSA,Southern Miss,29,35,41,51,70,86,0,1
1/30/16,Youngstown St.,Valparaiso,32,54,36,43,68,97,0,1
1/30/16,Sam Houston St.,Houston Baptist,33,35,36,35,69,70,0,1
1/30/16,Oklahoma State,Auburn,40,31,34,32,74,63,1,0
1/30/16,Seton Hall,Creighton,40,27,35,38,75,65,1,0
1/30/16,San Diego State,UNLV,30,27,37,25,67,52,1,0
1/30/16,Middle Tenn.,Western Ky.,36,18,30,46,66,64,1,0
1/30/16,Appalachian St.,South Alabama,30,25,30,48,60,73,0,1
1/30/16,Grambling,Ark.-Pine Bluff,28,40,31,23,59,63,0,1
1/30/16,Cal Poly,UC Davis,28,31,24,35,52,66,0,1
1/30/16,Mississippi St.,Missouri,37,20,39,42,76,62,1,0
1/30/16,Belmont,Tennessee Tech,36,39,43,50,79,89,0,1
1/30/16,CSU Bakersfield,Utah Valley,43,39,35,35,78,74,1,0
1/30/16,Seattle,Grand Canyon,28,35,31,22,59,57,1,0
1/30/16,North Dakota,Northern Colo.,40,34,30,37,70,71,0,1
1/30/16,Northern Ariz.,Idaho State,38,44,28,44,66,88,0,1
1/30/16,Nevada,Utah State,49,35,40,49,89,84,1,0
1/30/16,Southern Utah,Weber State,16,45,34,32,50,77,0,1
1/30/16,UTRGV,New Mexico St.,26,48,42,44,68,92,0,1
1/30/16,Montana,Montana State,34,37,46,35,80,72,1,0
1/30/16,UC Santa Barb.,UC Irvine,31,25,45,35,76,60,1,0
1/30/16,Santa Clara,Portland,47,34,43,50,90,84,1,0
1/30/16,Pepperdine,BYU,45,53,32,35,77,88,0,1
